respondent_state,investor_home_state,economic_sector,economic_subsector,summary_of_dispute,amount_claimed_raw,year,amount_claimed_musd,respondent_state_iso3,investor_home_state_iso3,sector_A,sector_B,sector_C,sector_D,sector_E,sector_F,sector_G,sector_H,sector_I,sector_J,sector_K,sector_L,sector_M,sector_N,sector_O
Poland,Luxembourg,K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding","Claims arising out of alleged forced sale of the claimant's shareholding in a Polish bank, FM Bank PBP.",1888.40 PLN (479.90 USD),2014,479.9,POL,LUX,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Bolivia, Plurinational State of",Spain,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply",Claims arising out of the Government's issuance of Supreme Decree No. 1214 that seized and nationalized an electricity transmission company controlled by the claimant.,200.00 USD,2014,200.0,BOL,ESP,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Spain,Luxembourg,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Claims arising out of a series of energy reforms undertaken by the Government affecting the renewables sector, including a 7 per cent tax on power generators’ revenues and a reduction in subsidies for renewable energy producers.",151.00 EUR (159.60 USD),2014,159.6,ESP,LUX,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Latvia,Switzerland,K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding","Claims arising out the alleged mistreatment of the claimant relating to the takeover of a Latvian bank, Parex Bank, and its subsequent division into two successor institutions.",Data not available,2014,,LVA,CHE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Spain,Germany,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Claims arising out of a series of energy reforms undertaken by the Government affecting the renewables sector, including a 7 per cent tax on power generators’ revenues and a reduction in subsidies for renewable energy producers.",273.00 EUR (317.10 USD),2014,317.1,ESP,DEU,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cyprus,Lebanon,K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding","Claims arising out of the decision by Cyprus’ Central Bank to place under administration and sell off two Cypriot branches of a bank owned by the claimants, following accusations that the bank was involved in money laundering operations.",500.00 USD,2014,500.0,CYP,LBN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Hungary,France,N - Administrative and support service activities,"82 - Office administrative, office support and other business support activities","Claims arising out of the enactment of legislation granting the Government a monopoly over the prepaid corporate vouchers industry, allegedly introducing a State-run voucher system with conditions more favourable than those granted to private operators.",78.20 EUR (89.20 USD),2014,89.2,HUN,FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Poland,Austria,"I - Accommodation and food service activities;
Tertiary - L - Real estate activities","55 - Accommodation;
68 - Real estate activities","Claims arising out of Polish authorities’ alleged denial of legal titles to two hotels and related land plots in Warsaw that were held by Syrena Hotels, a formerly state-owned entity that the claimants had acquired during a privatization process; the legal titles were transferred to the successors of previous property owners. According to the claimants, government authorities had concealed contentious ownership issues prior to their acquisition of Syrena Hotels.",Data not available,2014,,POL,AUT,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Viet Nam,Netherlands,Data not available,Data not available,,1250.00 USD,2014,1250.0,VNM,NLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Moldova, Republic of",Russian Federation,K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding",Claims arising out of the suspension of claimant’s voting rights in a Moldovan bank and the forced sale of its shares within 3 months allegedly ordered by Moldova’s national bank.,Data not available,2014,,MDA,RUS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Egypt,Spain,B - Mining and quarrying,9 - Mining support service activities,Claims arising out of the alleged suspension of gas supplies by an Egyptian State-owned enterprise to the claimant's liquefied natural gas plant in contravention of the gas purchase agreement.,3219.50 USD,2014,3219.5,EGY,ESP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,Netherlands,"E - Water supply; sewerage, waste management and remediation activities","36 - Water collection, treatment and supply","Claims arising out of the alleged refusal by Estonian regulators to permit water tariff increases in Tallinn, which allegedly resulted in substantial losses for claimants' water services concession.",65.00 EUR (73.30 USD),2014,73.3,EST,NLD,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Türkiye,"France;
United Kingdom","D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Claims arising out of the alleged termination by the Government of electricity concessions held by the claimant, as well as the seizure of the assets owned by claimant's electricity companies.",2500.00 USD,2014,2500.0,TUR,FRA; GBR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Senegal,France,C - Manufacturing,23 - Manufacture of other non-metallic mineral products,"Claims arising out of an alleged more favourable treatment by the Government to a Nigerian-based company which was claimant's competitor in the cement production business, including the non-enforcement of environmental and other regulations, to the detriment of Vicat.",Data not available,2014,,SEN,FRA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
India,Netherlands,J - Information and communication,61 - Telecommunications,Claims arising out of a retrospective transaction tax imposed by the Government over claimant's acquisition of Indian-based Hutchison Whampoa telecoms business.,Data not available,2014,,IND,NLD,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Czechia,United Kingdom,"M - Professional, scientific and technical activities",71 - Architectural and engineering activities; technical testing and analysis,"Claims arising out of the Government’s alleged failures during the privatization of Škoda Export following a public tender, which was won by the claimant’s Czech company ČEX, and subsequent actions allegedly resulting in Škoda Export’s insolvency.",90.00 USD,2014,90.0,CZE,GBR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Serbia,Belgium,"E - Water supply; sewerage, waste management and remediation activities","38 - Waste collection, treatment and disposal activities; materials recovery","Claims arising out of the Government's alleged failure to enforce legislation on the handling of hazardous animal by-products equally among Zelena and its competitors, rendering the claimant's operation of an animal-rendering facility unviable.",Data not available,2014,,SRB,BEL,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Slovakia,Netherlands,K - Financial and insurance activities,"65 - Insurance, reinsurance and pension funding, except compulsory social security","Claims arising out of the Government's announced plan to establish a unitary public health insurance system in Slovakia run by the State, which would allegedly entail the expropriation of Achmea’s stake in a Slovak health insurance company.",72.00 EUR (93.00 USD),2013,93.0,SVK,NLD,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Egypt,Jordan,"F - Construction;
Tertiary - H - Transportation and storage","43 - Specialized construction activities;
50 - Water transport",Claims arising out of the alleged interference by the Government with claimant's investments in a port development project.,Data not available,2013,,EGY,JOR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Egypt,Jordan,H - Transportation and storage,52 - Warehousing and support activities for transportation,Claims arising out of the alleged interference by the Government with claimant's investments in a customs system project.,Data not available,2013,,EGY,JOR,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Egypt,Jordan,H - Transportation and storage,52 - Warehousing and support activities for transportation,Claims arising out of the alleged interference by the Government with claimant's investments in a bulk liquids terminal project.,Data not available,2013,,EGY,JOR,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Jordan,Kuwait,J - Information and communication,61 - Telecommunications,"Claims arising out of alleged Government measures following Alghanim's sale of its stake in Umniah, a Jordanian telecommunications company, to the Bahrani company Batelco; possibly including a tax assessment levied upon the investor by Jordanian authorities.",81.00 USD,2013,81.0,JOR,KWT,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Poland,Norway,"A - Agriculture, forestry and fishing","1 - Crop and animal production, hunting and related service activities",Claims arising out of termination of a 30-year land lease by the Polish Agricultural Property Agency.,100.00 PLN (24.80 USD),2013,24.8,POL,NOR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Czechia,Germany,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Claims arising out of amendments to the pre-existing incentive regime applicable to renewable energy, including the introduction of a levy on electricity generated (""Solar Levy""), allegedly adopted in order to diminish windfall profit to producers (that became possible due to significant fall in costs of solar panels) and reduce burden on energy consumers.",306.50 CZK (14.40 USD),2013,14.4,CZE,DEU,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Egypt,Italy,"E - Water supply; sewerage, waste management and remediation activities","38 - Waste collection, treatment and disposal activities; materials recovery",Claims arising out of alleged Government measures that affected claimant's investment in a company that had concluded contracts for waste management services in Cairo.,Data not available,2013,,EGY,ITA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Costa Rica,United States of America,L - Real estate activities,68 - Real estate activities,Claims arising out of the alleged expropriation of claimant's property to create an ecological park without fair compensation.,18780.50 CRC (33.60 USD),2013,33.6,CRI,USA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Latvia,Switzerland,K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding","Claims arising out of the takeover of a Latvian bank, Latvijas Krājbanka, by the State, and the claimant's inability to access its funds deposited in that bank.",Data not available,2013,,LVA,CHE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Egypt,Spain,C - Manufacturing,23 - Manufacture of other non-metallic mineral products,"Claims arising out of the alleged overpricing by the Government of an operating license for a cement manufacturing plant, and the application of an allegedly uncommon system of granting the licenses through tenders.",Data not available,2013,,EGY,ESP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,Spain,"M - Professional, scientific and technical activities",73 - Advertising and market research,"Claims arising out of the annulment of claimants' street furnishing concession by an administrative court in the Mexican state of Jalisco and its transfer to another street furnishing company, allegedly in contravention of claimants' rights under the concession.",Data not available,2013,,MEX,ESP,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Costa Rica,Switzerland,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Claims arising out of a series of regulatory changes by the Government concerning liquid petroleum gas (LPG) sales, including tariff adjustments and the filling of canisters in which gas is sold, that had an alleged negative impact on claimants' gas distribution business.",40632.00 CRC (75.00 USD),2013,75.0,CRI,CHE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Albania,Czechia,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Claims arising out of the Albanian regulator's decision of 21 January 2013 to revoke the license of CEZ Shpĕrndrje, a power distribution company in which the claimant had invested, after a tariff-related dispute.",190.00 EUR (258.00 USD),2013,258.0,ALB,CZE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kyrgyzstan,"Kazakhstan;
Seychelles;
Denmark",B - Mining and quarrying,7 - Mining of metal ores,"Claims arising out of a series of measures undertaken by the Government that allegedly expropriated claimant's investment in a gold deposit, such as annulling the licence to develop the deposit and terminating the underlying joint venture agreement.",500.00 USD,2013,500.0,KGZ,DNK; KAZ; SYC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
United States of America,"Costa Rica;
Dominican Republic",K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding",Claims arising out of Government regulators’ alleged failure to protect claimants’ investment by neglecting to stop the Stanford Ponzi scheme in a timely manner.,2.30 USD,2013,2.3,USA,CRI; DOM,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Madagascar,Mauritius,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,"47 - Retail trade, except of motor vehicles and motorcycles",Claims arising out of claimants' investments in electronic goods and home furnishing facilities in Madagascar.,Data not available,2013,,MDG,MUS,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Spain,Luxembourg,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Claims arising out of a series of energy reforms undertaken by the Government affecting the renewables sector, including a 7 per cent tax on power generators’ revenues and a reduction in subsidies for renewable energy producers.",840.00 EUR (975.90 USD),2013,975.9,ESP,LUX,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Madagascar,"Belgium;
Luxembourg",C - Manufacturing,13 - Manufacture of textiles,"Claims arising out of the Attorney-General’s intervention in a local court case, which allegedly led to the halting of the enforcement of a claim against the Madagascan insurer Ny Havana. Polo Garments Majunga had commenced enforcement proceedings to collect an insurance payout from Ny Havana for a burned down textiles factory.",Data not available,2013,,MDG,BEL; LUX,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
India,Germany,J - Information and communication,61 - Telecommunications,"Claims arising out of the Government's cancellation of a contract concluded with Devas, a company in which the claimant held interests, concerning the provision of broadband services to Indian consumers.",270.00 USD,2013,270.0,IND,DEU,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hungary,France,N - Administrative and support service activities,"82 - Office administrative, office support and other business support activities","Claims arising out of the enactment of legislation granting the Government a monopoly over the prepaid corporate vouchers industry, allegedly introducing a State-run voucher system with conditions more favourable than those granted to private operators.",Data not available,2013,,HUN,FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Spain,"Luxembourg;
United Kingdom","D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Claims arising out of a series of energy reforms undertaken by the Government affecting the renewables sector, including a 7 per cent tax on power generators’ revenues and a reduction in subsidies for renewable energy producers.",256.00 EUR (279.50 USD),2013,279.5,ESP,GBR; LUX,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Canada,United States of America,C - Manufacturing,21 - Manufacture of basic pharmaceutical products and pharmaceutical preparations,Claims arising out of the invalidation of the claimant's Strattera and Zyprexa pharmaceutical patents by Canada.,500.00 CAD (483.40 USD),2013,483.4,CAN,USA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Turkmenistan,Türkiye,F - Construction,42 - Civil engineering,Claims arising out of construction-related disputes for works undertaken in Turkmenistan.,Data not available,2013,,TKM,TUR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Czechia,Cyprus,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Claims arising out of amendments to the pre-existing incentive regime for the renewable energy sector, including the introduction of a levy on electricity generated from solar power plants.",76.60 CZK (3.30 USD),2013,3.3,CZE,CYP,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,Austria,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply",Claims arising out of alleged actions by Bulgarian regulatory authorities and government agencies in relation to the pricing of electricity and compensation for public obligations in respect to renewable energy.,850.00 EUR (957.80 USD),2013,957.8,BGR,AUT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Peru,Spain,"F - Construction;
Tertiary - O - Public administration and defence; compulsory social security","41 - Construction of buildings;
84 - Public administration and defence; compulsory social security",Claims arising out of cancellation of a concession to construct and manage a private prison that had been granted to a group of enterprises which included the claimant.,50.00 USD,2013,50.0,PER,ESP,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Uzbekistan,Türkiye,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Claims arising out of the alleged wrongful criminal prosecution, denial of justice and expropriation of claimant's investment by Uzbek authorities on the basis of tax evasion.",Data not available,2013,,UZB,TUR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Slovenia,Italy,F - Construction,42 - Civil engineering,Claims arising out of disagreements over the execution of a construction contract awarded to the claimant concerning a highway tunnel project.,Data not available,2013,,SVN,ITA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Uzbekistan,Türkiye,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,"47 - Retail trade, except of motor vehicles and motorcycles","Claims arising out of the alleged seizure of claimants' shopping centres by Uzbek authorities on the basis of tax evasion, allegedly including physical mistreatment and the wrongful conviction of company personnel for various customs, import and taxation offences.",246.00 USD,2013,246.0,UZB,TUR,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Burundi,Belgium,L - Real estate activities,68 - Real estate activities,"Claims arising out of an alleged de facto expropriation of land, by allowing the permanent occupation of claimant's property, without any form of compensation.",9.10 USD,2013,9.1,BDI,BEL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Czechia,United Kingdom,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Claims arising out of amendments to the pre-existing incentive regime for the renewable energy sector, including the introduction of a levy on electricity generated from solar power plants.",39.20 CZK (1.70 USD),2013,1.7,CZE,GBR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Spain,"Luxembourg;
Netherlands","D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Claims arising out of a series of energy reforms undertaken by the Government affecting the renewables sector, including a 7 per cent tax on power generators’ revenues and a reduction in subsidies for renewable energy producers.",196.00 EUR (229.60 USD),2013,229.6,ESP,LUX; NLD,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Spain,Netherlands,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Claims arising out of a series of energy reforms undertaken by the Government affecting the renewables sector, including a 7 per cent tax on power generators’ revenues and a reduction in subsidies for renewable energy producers.",68.90 EUR (76.10 USD),2013,76.1,ESP,NLD,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Czechia,Germany,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Claims arising out of amendments to the pre-existing incentive regime for the renewable energy sector, including the introduction of a levy on electricity generated from solar power plants.",500.00 CZK (22.90 USD),2013,22.9,CZE,DEU,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Poland,Cyprus,J - Information and communication,61 - Telecommunications,Claims arising out of certain decisions by Poland’s Office of Electronic Communications which allegedly resulted in Sferia’s inability to effectively use radio frequencies in the 850 MHz band to develop an LTE mobile phone network.,1500.00 PLN (475.20 USD),2013,475.2,POL,CYP,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Pakistan,Türkiye,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Claims arising out of the alleged unlawful detention by the Government of four electricity-generating vessels owned by the claimant, as well as alleged breaches of contractual payment obligations for electricity generated.",2000.00 USD,2013,2000.0,PAK,TUR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mexico,United States of America,F - Construction,43 - Specialized construction activities,"Claims arising out of the Mexican courts' annulment of an International Chamber of Commerce (ICC) arbitration award issued in favour of claimant's subsidiary, COMMISA, concerning a contractual dispute with a Mexican State-owned entity.",465.00 USD,2013,465.0,MEX,USA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
India,Mauritius,J - Information and communication,61 - Telecommunications,"Claims arising out of the cancellation by India's Supreme Court of a telecoms licence held by a company in which the claimant had invested, and its reassignment through a public auction process.",1400.00 USD,2013,1400.0,IND,MUS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Uzbekistan,Kazakhstan,C - Manufacturing,23 - Manufacture of other non-metallic mineral products,"Claims arising out of a series of regulatory and judicial measures taken by different branches of the Uzbek government, including criminal investigations, allegedly leading to the unlawful nationalisation of two cement companies in which the claimants had invested.",500.00 USD,2013,500.0,UZB,KAZ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kyrgyzstan,"Korea, Republic of",L - Real estate activities,68 - Real estate activities,Claims arising out of the alleged expropriation of claimant's investment by terminating certain lease agreements with respect to various land plots to develop a theme park in Bishkek.,Data not available,2013,,KGZ,KOR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Canada,United States of America,B - Mining and quarrying,6 - Extraction of crude petroleum and natural gas,"Claims arising out of the revocation by the Government of Quebec of claimant's permits for petroleum and natural gas exploration in the Utica shale gas basin, including beneath the St. Lawrence River.",109.80 USD,2013,109.8,CAN,USA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,Greece,K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding","Claims arising out of the issuance of a decree that increased the Government's participation in a Cypriot bank in which the claimants had invested, allegedly resulting in the take-over of the institution's management control and the bank's subsequent insolvency.",1101.10 EUR (1287.80 USD),2013,1287.8,CYP,GRC,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Croatia,Hungary,"B - Mining and quarrying;
Tertiary - D - Electricity, gas, steam and air conditioning supply","6 - Extraction of crude petroleum and natural gas;
35 - Electricity, gas, steam and air conditioning supply","Claims arising out of the alleged failure by the Government to improve the gas trading business of the company in which MOL had invested (which was loss making), as well as alleged delays and irregularities in granting licenses and the criminal prosecution of claimant's chief executive.",1100.00 USD,2013,1100.0,HRV,HUN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Serbia,Greece,B - Mining and quarrying,7 - Mining of metal ores,"Claims arising out of Serbia's alleged failure to honour a commitment regarding the deadline to privatize the mining company RTB-Bor, which prevented the claimant to recover outstanding payments from the Government.",100.00 USD,2013,100.0,SRB,GRC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
United States of America,Peru,K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding",Claims arising out of Government regulators’ alleged failure to protect claimants’ investment by neglecting to stop the Stanford Ponzi scheme in a timely manner.,47.70 USD,2013,47.7,USA,PER,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Czechia,"Cyprus;
Luxembourg;
Netherlands","D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Claims arising out of amendments to the pre-existing incentive regime for the renewable energy sector, including the introduction of a levy on electricity generated from solar power plants.",90.00 USD,2013,90.0,CZE,CYP; LUX; NLD,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
United States of America,"Mexico;
Canada",K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding",Claims arising out of Government regulators’ alleged failure to protect claimants’ investment by neglecting to stop the Stanford Ponzi scheme in a timely manner.,50.00 USD,2013,50.0,USA,CAN; MEX,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Kyrgyzstan,Kazakhstan,F - Construction,41 - Construction of buildings,"Claims arising out of the alleged expropriation of a project to build a cultural and accommodation centre on the shores of Issyk Kul, known as the Avrora Green resort and residential complex.",Data not available,2013,,KGZ,KAZ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Czechia,Germany,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Claims arising out of amendments to the pre-existing incentive regime for the renewable energy sector, including the introduction of a levy on electricity generated from solar power plants.",39.20 CZK (1.70 USD),2013,1.7,CZE,DEU,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Greece,"Cyprus;
Slovakia",K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding","Claims arising out of the enactment of legislation that amended sovereign bond terms retroactively and unilaterally by the Government, allegedly allowing the imposition of new terms upon bondholders against their consent if a supermajority of other bondholders consented, in the context of Greece's 2012 sovereign debt restructuring.",500.00 EUR (529.00 USD),2013,529.0,GRC,CYP; SVK,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Viet Nam,France,"C - Manufacturing;
Tertiary - G - Wholesale and retail trade; repair of motor vehicles and motorcycles","10 - Manufacture of food products;
46 - Wholesale trade, except of motor vehicles and motorcycles",Claims arising out of alleged outstanding payments by the Government concerning claimant's participation in an assistance programme that provided food and basic commodities to Viet Nam when the country faced food shortages in 1987.,66.00 USD,2013,66.0,VNM,FRA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Spain,"Luxembourg;
United Kingdom","D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Claims arising out of a series of energy reforms undertaken by the Government affecting the renewables sector, including a 7 per cent tax on power generators’ revenues and a reduction in subsidies for renewable energy producers.",441.00 EUR (512.30 USD),2013,512.3,ESP,GBR; LUX,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
France,Türkiye,"H - Transportation and storage;
Tertiary - M - Professional, scientific and technical activities","50 - Water transport;
71 - Architectural and engineering activities; technical testing and analysis","Claims arising out of disagreements over certain ship hull design related to Mr. Serter's experience, as ship designer and architect, in research, development and design of advanced hull forms.",Data not available,2013,,FRA,TUR,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Libya,"Korea, Republic of",F - Construction,41 - Construction of buildings,,660.60 LYD (138.10 USD),2013,138.1,LBY,KOR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Libya,France,F - Construction,41 - Construction of buildings,Claims arising out of a government entity’s non-payment of amounts due under settlement agreements with the claimant related to a construction contract that the parties concluded in 1979.,109.20 EUR (134.30 USD),2013,134.3,LBY,FRA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Bolivia, Plurinational State of",Bermuda,B - Mining and quarrying,7 - Mining of metal ores,"Claims arising out of the Government's decree that revoked mining concessions held by the claimant’s subsidiary, following protests and social unrest within the indigenous populations in the mining area.",385.70 USD,2013,385.7,BOL,BMU,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,Netherlands,C - Manufacturing,13 - Manufacture of textiles,"Claims arising out of the withdrawal by the Government of a VAT subsidy to cotton input purchases and other incentives, allegedly leading to the bankruptcy of claimant's investment in Uzbekistan.",100.00 USD,2013,100.0,UZB,NLD,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kyrgyzstan,Canada,B - Mining and quarrying,7 - Mining of metal ores,Claims arising out of a series of measures by the Government which allegedly resulted in the impossibility to carry out activities on the mineral deposit “Kutessay II” in accordance with the mining license previously granted to Kutisay Mining LLC.,117.80 USD,2013,117.8,KGZ,CAN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Panama,United States of America,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply",Claims arising out of the Government's cancellation of a hydro-electric power plant concession and its alleged subsequent failure to abide by Panama Supreme Court's decision that reinstated the investor in its rights to the concession.,Data not available,2013,,PAN,USA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Serbia,Croatia,C - Manufacturing,10 - Manufacture of food products,,Data not available,2013,,SRB,HRV,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,Netherlands,C - Manufacturing,24 - Manufacture of basic metals,"Claims arising out of the imposition of certain electricity tariffs upon claimant's local steel plant, US Steel Košice.",300.00 USD,2013,300.0,SVK,NLD,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,France,N - Administrative and support service activities,"82 - Office administrative, office support and other business support activities","Claims arising out of the enactment of legislation granting the Government a monopoly over the prepaid corporate vouchers industry, allegedly introducing a State-run voucher system with conditions more favorable than those granted to private operators.",27.40 EUR (31.50 USD),2013,31.5,HUN,FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Egypt,Germany,C - Manufacturing,32 - Other manufacturing,"Claims arising out of the Government's termination of a license plate supply and manufacturing contract concluded with the claimants, on the alleged basis that the transaction was closed for an uncompetitive price, leading to the conviction of Utsch's chief executive officer.",Data not available,2013,,EGY,DEU,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Venezuela, Bolivarian Republic of",Spain,C - Manufacturing,10 - Manufacture of food products,Claims arising out of the Government's issuance of a decree that expropriated claimants' tortilla and corn flour production businesses in Venezuela.,629.70 USD,2013,629.7,VEN,ESP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Croatia,Belgium,L - Real estate activities,68 - Real estate activities,"Claims arising out of the alleged misrepresentation by Croatian authorities to the claimants by issuing them certificates affirming that certain land plots were located within the allowed construction area for the development of a real estate project, and later refusing them permission to construct on the basis that the plots were outside the construction zone and noting that the previous certificates were issued in disregard of the applicable planning laws.",30.00 USD,2013,30.0,HRV,BEL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
